category,store,product_name,price,search_term,store_url
Wooden Sunglasses,Ten Thousand Villages,Mango Tango Salad Servers,17.5,natural wood eyewear,https://www.tenthousandvillages.com
Wooden Sunglasses,Ten Thousand Villages,Several Seas Frame,29.99,natural wood eyewear,https://www.tenthousandvillages.com
Wooden Sunglasses,Ten Thousand Villages,Several Seas Frame,34.99,natural wood eyewear,https://www.tenthousandvillages.com
Wooden Sunglasses,Ten Thousand Villages,Gourd Owl Ornament,24.99,natural wood eyewear,https://www.tenthousandvillages.com
Wooden Sunglasses,Ten Thousand Villages,Gourd Owl Ornament,12.5,natural wood eyewear,https://www.tenthousandvillages.com
Wooden Sunglasses,Ten Thousand Villages,Tree of Life Pendant Necklace,24.99,natural wood eyewear,https://www.tenthousandvillages.com
Wooden Sunglasses,Ten Thousand Villages,Tree of Life Pendant Necklace,12.5,natural wood eyewear,https://www.tenthousandvillages.com
Wooden Sunglasses,Ten Thousand Villages,Wool Owl Ornament,6.99,natural wood eyewear,https://www.tenthousandvillages.com
Wooden Sunglasses,Ten Thousand Villages,Embrace Tagua Dangle Earrings,24.99,natural wood eyewear,https://www.tenthousandvillages.com
Wooden Sunglasses,Ten Thousand Villages,Tangled Up Cat Ornament,10.99,natural wood eyewear,https://www.tenthousandvillages.com
Wooden Sunglasses,Ten Thousand Villages,Green Bounty Tablecloth,69.99,natural wood eyewear,https://www.tenthousandvillages.com
